symboling,normalized-losses,make,fuel-type,aspiration,num-of-doors,body-style,drive-wheels,engine-location,wheel-base,length,width,height,curb-weight,engine-type,num-of-cylinders,engine-size,fuel-system,bore,stroke,compression-ratio,horsepower,peak-rpm,city-mpg,highway-mpg,price
3,197.0,19,1,0,1,2,2,0,102.9,183.5,67.7,52.0,3016,0,3,171,5,3.27,3.35,9.3,161.0,5200.0,19,24,15998.0
-1,90.0,19,1,0,0,3,2,0,104.5,187.8,66.5,54.1,3131,0,3,171,5,3.27,3.35,9.2,156.0,5200.0,20,24,15690.0
-1,122.0,19,1,0,0,4,2,0,104.5,187.8,66.5,54.1,3151,0,3,161,5,3.27,3.35,9.2,156.0,5200.0,19,24,15750.0
2,122.0,20,0,0,1,3,1,0,97.3,171.7,65.5,55.7,2261,3,2,97,3,3.01,3.4,23.0,52.0,4800.0,37,46,7775.0
2,122.0,20,1,0,1,3,1,0,97.3,171.7,65.5,55.7,2209,3,2,109,5,3.19,3.4,9.0,85.0,5250.0,27,34,7975.0
2,94.0,20,0,0,0,3,1,0,97.3,171.7,65.5,55.7,2264,3,2,97,3,3.01,3.4,23.0,52.0,4800.0,37,46,7995.0
2,94.0,20,1,0,0,3,1,0,97.3,171.7,65.5,55.7,2212,3,2,109,5,3.19,3.4,9.0,85.0,5250.0,27,34,8195.0
2,94.0,20,1,0,0,3,1,0,97.3,171.7,65.5,55.7,2275,3,2,109,5,3.19,3.4,9.0,85.0,5250.0,27,34,8495.0
2,94.0,20,0,1,0,3,1,0,97.3,171.7,65.5,55.7,2319,3,2,97,3,3.01,3.4,23.0,68.0,4500.0,37,42,9495.0
2,94.0,20,1,0,0,3,1,0,97.3,171.7,65.5,55.7,2300,3,2,109,5,3.19,3.4,10.0,100.0,5500.0,26,32,9995.0
3,122.0,20,1,0,1,0,1,0,94.5,159.3,64.2,55.6,2254,3,2,109,5,3.19,3.4,8.5,90.0,5500.0,24,29,11595.0
3,256.0,20,1,0,1,2,1,0,94.5,165.7,64.0,51.4,2221,3,2,109,5,3.19,3.4,8.5,90.0,5500.0,24,29,9980.0
0,122.0,20,1,0,0,3,1,0,100.4,180.2,66.9,55.1,2661,3,1,136,5,3.19,3.4,8.5,110.0,5500.0,19,24,13295.0
0,122.0,20,0,1,0,3,1,0,100.4,180.2,66.9,55.1,2579,3,2,97,3,3.01,3.4,23.0,68.0,4500.0,33,38,13845.0
0,122.0,20,1,0,0,4,1,0,100.4,183.1,66.9,55.1,2563,3,2,109,5,3.19,3.4,9.0,88.0,5500.0,25,31,12290.0
-2,103.0,21,1,0,0,3,2,0,104.3,188.8,67.2,56.2,2912,3,2,141,5,3.78,3.15,9.5,114.0,5400.0,23,28,12940.0
-1,74.0,21,1,0,0,4,2,0,104.3,188.8,67.2,57.5,3034,3,2,141,5,3.78,3.15,9.5,114.0,5400.0,23,28,13415.0
-2,103.0,21,1,0,0,3,2,0,104.3,188.8,67.2,56.2,2935,3,2,141,5,3.78,3.15,9.5,114.0,5400.0,24,28,15985.0
-1,74.0,21,1,0,0,4,2,0,104.3,188.8,67.2,57.5,3042,3,2,141,5,3.78,3.15,9.5,114.0,5400.0,24,28,16515.0
-2,103.0,21,1,1,0,3,2,0,104.3,188.8,67.2,56.2,3045,3,2,130,5,3.62,3.15,7.5,162.0,5100.0,17,22,18420.0
-1,74.0,21,1,1,0,4,2,0,104.3,188.8,67.2,57.5,3157,3,2,130,5,3.62,3.15,7.5,162.0,5100.0,17,22,18950.0
-1,95.0,21,1,0,0,3,2,0,109.1,188.8,68.9,55.5,2952,3,2,141,5,3.78,3.15,9.5,114.0,5400.0,23,28,16845.0
-1,95.0,21,1,1,0,3,2,0,109.1,188.8,68.8,55.5,3049,3,2,141,5,3.78,3.15,8.7,160.0,5300.0,19,25,19045.0
-1,95.0,21,1,0,0,3,2,0,109.1,188.8,68.9,55.5,3012,5,3,173,5,3.58,2.87,8.8,134.0,5500.0,18,23,21485.0
-1,95.0,21,0,1,0,3,2,0,109.1,188.8,68.9,55.5,3217,3,3,145,3,3.01,3.4,23.0,106.0,4800.0,26,27,22470.0
-1,95.0,21,1,1,0,3,2,0,109.1,188.8,68.9,55.5,3062,3,2,141,5,3.78,3.15,9.5,114.0,5400.0,19,25,22625.0
